voxelx=1;voxely=1;voxelz=1;
x,index,y,z,xVoxel,yVoxel,zVoxel,channel,cSeconds,mSeconds,note,isBad,roiType,segmentID,connectionID,brightestIndex,xLine,yLine,zLine,xBackgroundOffset,yBackgroundOffset,connectionSide,sSum_ch1,sSum_ch2,sMin_ch1,sMin_ch2,sMax_ch1,sMax_ch2,sMean_ch1,sMean_ch2,sStd_ch1,sStd_ch2,sbSum_ch1,sbSum_ch2,sbMin_ch1,sbMin_ch2,sbMax_ch1,sbMax_ch2,sbMean_ch1,sbMean_ch2,sbStd_ch1,sbStd_ch2,dSum_ch1,dSum_ch2,dMin_ch1,dMin_ch2,dMax_ch1,dMax_ch2,dMean_ch1,dMean_ch2,dStd_ch1,dStd_ch2,dbSum_ch1,dbSum_ch2,dbMin_ch1,dbMin_ch2,dbMax_ch1,dbMax_ch2,dbMean_ch1,dbMean_ch2,dbStd_ch1,dbStd_ch2,width,extendHead,extendTail,zPlusMinus,numPts,radius,spineROICoords,segmentROICoords
692.825,15,206.19166666666666,30.0,83.139,24.743,30,,,1688782373.723962,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716.475,16,215.30833333333334,28.0,85.977,25.837,28,,,1688782373.7240808,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738.8583333333333,17,214.175,29.0,88.663,25.701,29,,,1688782373.7241979,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767.6416666666668,18,214.175,29.0,92.117,25.701,29,,,1688782373.724316,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790.875,19,214.45833333333334,29.0,94.905,25.735,29,,,1688782373.724434,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814.2416666666667,20,214.74166666666667,29.0,97.709,25.769,29,,,1688782373.724555,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835.7500000000001,21,220.68333333333334,29.0,100.29,26.482,29,,,1688782373.7246761,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861.8333333333334,22,226.66666666666666,28.0,103.42,27.2,28,,,1688782373.724797,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.6666666666667,23,239.49166666666667,28.0,107.0,28.739,28,,,1688782373.724915,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917.0833333333334,24,249.46666666666667,28.0,110.05,29.936,28,,,1688782373.725033,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943.25,25,252.60000000000002,28.0,113.19,30.312,28,,,1688782373.725152,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964.8333333333334,26,250.03333333333336,29.0,115.78,30.004,29,,,1688782373.725269,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984.1666666666666,27,249.75,28.0,118.1,29.97,28,,,1688782373.725388,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000.6666666666667,28,245.75833333333333,28.0,120.08,29.491,28,,,1688782373.725505,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020.6666666666667,29,244.33333333333334,28.0,122.48,29.32,28,,,1688782373.725622,,,controlPnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.0,30,370.0,25.0,57.48,44.4,25,,,1688782373.72574,,,pivotPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.23333333333335,31,245.975,30.0,42.388,29.517,30,,,1688782373.725857,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.8,32,257.0916666666667,30.0,42.696,30.851,30,,,1688782373.725975,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.70833333333337,33,265.425,30.0,43.645,31.851,30,,,1688782373.726093,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373.325,34,275.0416666666667,30.0,44.799,33.005,30,,,1688782373.72621,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.4583333333333,35,283.59166666666664,29.0,45.415,34.031,29,,,1688782373.726327,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.725,36,290.2166666666667,29.0,46.287,34.826,29,,,1688782373.726462,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.7,37,296.625,28.0,47.364,35.595,28,,,1688782373.726582,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.175,38,304.75,28.0,48.261,36.57,28,,,1688782373.726702,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.725,39,313.5083333333334,28.0,49.287,37.621,28,,,1688782373.726819,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.57500000000005,40,322.05833333333334,28.0,49.749,38.647,28,,,1688782373.726939,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.90833333333336,41,333.175,28.0,50.749,39.981,28,,,1688782373.727063,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.96666666666664,42,342.70000000000005,26.0,52.196,41.124,26,,,1688782373.72718,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7166666666667,43,352.7416666666667,26.0,53.606,42.329,26,,,1688782373.727297,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.68333333333334,44,358.5083333333333,26.0,55.042,43.021,26,,,1688782373.7274141,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.0166666666667,45,364.0666666666667,26.0,56.402,43.688,26,,,1688782373.727534,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477.4916666666667,46,370.48333333333335,25.0,57.299,44.458,25,,,1688782373.727652,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.68333333333334,47,374.325,25.0,58.402,44.919,25,,,1688782373.7277691,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.58333333333337,48,382.01666666666665,25.0,59.71,45.842,25,,,1688782373.727886,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.4,49,385.925,23.0,61.248,46.311,23,,,1688782373.728004,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523.4333333333333,50,385.4916666666667,23.0,62.812,46.259,23,,,1688782373.72812,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.9666666666667,51,393.6166666666667,22.0,64.556,47.234,22,,,1688782373.7282372,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555.7083333333334,52,398.1,21.0,66.685,47.772,21,,,1688782373.728354,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.2416666666667,53,398.53333333333336,21.0,68.429,47.824,21,,,1688782373.728471,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.2666666666668,54,398.3166666666667,21.0,70.352,47.798,21,,,1688782373.728587,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.725,55,403.87500000000006,21.0,72.327,48.465,21,,,1688782373.728708,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615.7583333333334,56,407.93333333333334,21.0,73.891,48.952,21,,,1688782373.7288241,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628.8000000000001,57,413.27500000000003,21.0,75.456,49.593,21,,,1688782373.728941,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642.55,58,417.76666666666665,21.0,77.106,50.132,21,,,1688782373.729058,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657.7250000000001,59,418.8333333333333,21.0,78.927,50.26,21,,,1688782373.729175,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671.8333333333334,60,415.2,20.0,80.62,49.824,20,,,1688782373.729291,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682.0916666666667,61,419.69166666666666,20.0,81.851,50.363,20,,,1688782373.729408,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690.4250000000001,62,427.6,20.0,82.851,51.312,20,,,1688782373.729525,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700.0416666666666,63,439.77500000000003,20.0,84.005,52.773,20,,,1688782373.729641,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703.6750000000001,64,449.825,21.0,84.441,53.979,21,,,1688782373.7297568,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700.2583333333334,65,456.45000000000005,21.0,84.031,54.774,21,,,1688782373.729874,,,controlPnt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.7166666666667,66,239.09166666666667,31.0,51.686,28.691,31,,,1688782427.243823,,,spineROI,0.0,,75,,,,21,0,Right,,57170,,0,,2005,,649.6590909090909,,500.40533312241524,,3111,,0,,149,,35.35227272727273,,30.84935529484268,,123916,,1090,,3935,,2581.5833333333335,,588.5521724726044,,2501,,0,,196,,52.104166666666664,,46.77973189290659,3,3,3,3,5,5,"[[242.99938541584532, 429.06447594604214], [228, 429], [228, 429], [228, 428], [228, 427], [228, 426], [228, 425], [228, 425], [228, 424], [228, 423], [240.7438573872912, 434.6243854158453], [242.99938541584532, 429.06447594604214]]","[[421.00000000000006, 222.0], [421.9999916666667, 222.0], [422.9999833333334, 222.0], [424.00000833333337, 222.0], [425.0, 222.0], [425.0, 222.0], [425.9999916666667, 222.0], [427.0000166666667, 222.0], [428.0000083333333, 222.0], [428.65833807472177, 222.0], [429.0, 222.31672066306075], [429.0, 227.68327933693925], [429.0, 228.0], [428.0000083333333, 228.0], [427.0000166666667, 228.0], [425.9999916666667, 228.0], [425.0, 228.0], [425.0, 228.0], [424.00000833333337, 228.0], [422.9999833333334, 228.0], [421.9999916666667, 228.0], [421.00000000000006, 228.0], [421.00000000000006, 222.0]]"
381.66666666666663,67,250.15833333333333,31.0,45.8,30.019,31,,,1688782427.399952,,,spineROI,0.0,,25,,,,21,14,Right,,30908,,0,,2087,,359.3953488372093,,400.13202120921454,,4171,,0,,205,,48.5,,44.79871001049752,,142342,,766,,4087,,2965.4583333333335,,846.441594715128,,1506,,0,,131,,31.375,,29.94274049470645,3,3,3,3,5,5,"[[253.81463793914574, 379.5145893842451], [239, 383], [239, 382], [239, 381], [239, 380], [239, 379], [239, 378], [239, 377], [239, 377], [239, 376], [239, 375], [252.31041061575488, 385.32297127247904], [253.81463793914574, 379.5145893842451]]","[[374.00000833333337, 233.0], [375.0, 233.0], [375.9999916666667, 233.0], [377.0000166666667, 233.0], [377.0000166666667, 233.0], [378.0000083333333, 233.0], [379.0, 233.0], [379.9999833333333, 233.0], [381.00000833333337, 233.0], [382.00000000000006, 233.0], [382.9999916666667, 233.0], [382.9999916666667, 239.0], [382.00000000000006, 239.0], [381.00000833333337, 239.0], [379.9999833333333, 239.0], [379.0, 239.0], [378.0000083333333, 239.0], [377.0000166666667, 239.0], [377.0000166666667, 239.0], [375.9999916666667, 239.0], [375.0, 239.0], [374.00000833333337, 239.0], [374.00000833333337, 233.0]]"
416.2916666666667,68,244.86666666666667,31.0,49.955,29.384,31,,,1688782427.5569549,,,spineROI,0.0,,63,,,,21,14,Right,,57159,,20,,1975,,595.40625,,419.53507447046366,,3204,,0,,149,,33.375,,31.157613435563384,,130811,,815,,2916,,1952.402985074627,,504.0037034838312,,2681,,0,,150,,40.014925373134325,,38.8677407340657,3,3,3,3,5,5,"[[248.2432512740563, 413.7228777712649], [229, 418], [229, 418], [229, 417], [229, 417], [229, 417], [229, 417], [230, 417], [233, 414], [233, 413], [234, 412], [247.43545556206848, 419.66825127405633], [248.2432512740563, 413.7228777712649]]","[[409.65835921350015, 227.9999916666667], [410.00000833333337, 227.9999916666667], [410.6583642965691, 227.3167161909435], [411.3167161909248, 227.3167161909435], [411.3167161909248, 227.3167161909435], [411.3167161909248, 226.6583764911277], [412.8786624842539, 224.87868849533038], [414.6583604353176, 223.31671781616603], [417.0000083333333, 223.00000833333334], [417.6583508801668, 223.00000833333334], [418.0, 223.31672676033358], [418.0, 228.6832899063331], [418.0, 229.00000833333334], [417.34160623134903, 229.00000833333334], [417.1213208490795, 229.00000833333334], [417.1213208490795, 229.12131150466962], [416.6832860451282, 229.34164017553897], [416.6832838090752, 230.34163631433964], [414.3416446477104, 232.68328380905655], [413.34161903676426, 232.683288281159], [412.34164078649985, 233.68327323966645], [410.00000833333337, 233.68327323966645], [409.65835921350015, 227.9999916666667]]"
447.35833333333335,69,230.75833333333333,30.0,53.683,27.691,30,,,1688782427.7116318,,,spineROI,0.0,,94,,,,21,21,Right,,56596,,8,,1565,,735.012987012987,,494.61577619916625,,3037,,0,,209,,39.44155844155844,,40.97338176372162,,78370,,756,,2432,,1478.6792452830189,,429.5052780919745,,2704,,0,,210,,51.0188679245283,,47.26181216674242,3,3,3,3,5,5,"[[234.4231755988667, 445.22082750439154], [221, 448], [221, 447], [221, 446], [221, 445], [221, 445], [221, 444], [221, 443], [221, 442], [221, 442], [222, 441], [232.89583916227514, 451.0231755988667], [234.4231755988667, 445.22082750439154]]","[[438.6583329915633, 216.00000833333334], [439.0, 216.00000833333334], [439.6583425468334, 215.31671842700027], [442.0000083333333, 215.0], [443.0, 215.0], [443.99999166666663, 215.0], [445.0000166666667, 215.0], [445.0000166666667, 215.0], [446.00000000000006, 215.0], [446.9999916666667, 215.0], [447.9999833333334, 215.0], [447.9999833333334, 221.0], [446.9999916666667, 221.0], [446.00000000000006, 221.0], [445.0000166666667, 221.0], [445.0000166666667, 221.0], [443.99999166666663, 221.0], [443.0, 221.0], [442.3416241198332, 221.0], [442.0000083333333, 221.0], [441.34165034177005, 221.68328096195683], [439.0, 221.68328096195683], [438.6583329915633, 216.00000833333334]]"
486.40000000000003,70,228.51666666666668,32.0,58.368,27.422,32,,,1688782427.865686,,,spineROI,0.0,,129,,,,21,-7,Right,,52314,,0,,2081,,475.58181818181816,,422.4872538543873,,4160,,0,,251,,37.81818181818182,,46.47798732502435,,162206,,1423,,4177,,2703.4333333333334,,606.3047464399035,,2819,,0,,192,,46.983333333333334,,41.44011408714454,3,3,3,3,5,5,"[[232.63697170105846, 485.3885226529646], [215, 482], [216, 482], [216, 480], [216, 479], [216, 478], [216, 477], [216, 476], [216, 475], [229.52814401370213, 490.5203050343918], [232.63697170105846, 485.3885226529646]]","[[471.9999916666667, 209.9999916666667], [472.9999833333334, 209.9999916666667], [474.00000833333337, 209.9999916666667], [475.0, 209.9999916666667], [475.9999916666667, 209.9999916666667], [477.0000166666667, 209.9999916666667], [478.0000083333333, 209.9999916666667], [479.0, 209.9999916666667], [479.6583943796269, 209.9999916666667], [479.9999833333333, 209.9999916666667], [480.65836815786895, 210.31669667743796], [482.34162228703985, 214.68329437849886], [482.34162228703985, 215.68328665589542], [479.9999833333333, 215.9999916666667], [479.0, 215.9999916666667], [478.0000083333333, 215.9999916666667], [477.0000166666667, 215.9999916666667], [475.9999916666667, 215.9999916666667], [475.0, 215.9999916666667], [474.00000833333337, 215.9999916666667], [472.9999833333334, 215.9999916666667], [471.9999916666667, 215.9999916666667], [471.9999916666667, 209.9999916666667]]"
529.7416666666667,71,215.71666666666667,30.0,63.569,25.886,30,,,1688782428.01696,,,spineROI,0.0,,181,,,,21,-7,Right,,41697,,67,,1519,,661.8571428571429,,456.5290671092546,,2907,,0,,195,,46.142857142857146,,38.44759663587348,,95714,,821,,2671,,1595.2333333333333,,459.3704520560962,,2529,,0,,184,,42.15,,37.30273671819089,3,3,3,3,5,5,"[[219.41860353973337, 527.6690684451512], [209, 532], [209, 531], [209, 530], [209, 529], [209, 528], [209, 527], [209, 526], [209, 526], [209, 525], [209, 524], [217.78926488818215, 533.4436035397334], [219.41860353973337, 527.6690684451512]]","[[522.9999833333334, 202.9999916666667], [524.0000083333333, 202.9999916666667], [525.0, 202.9999916666667], [525.9999916666667, 202.9999916666667], [525.9999916666667, 202.9999916666667], [527.0000166666666, 202.9999916666667], [528.0000083333333, 202.9999916666667], [529.0, 202.9999916666667], [529.9999833333334, 202.9999916666667], [531.0000083333334, 202.9999916666667], [532.0, 202.9999916666667], [532.0, 208.9999916666667], [531.0000083333334, 208.9999916666667], [529.9999833333334, 208.9999916666667], [529.0, 208.9999916666667], [528.0000083333333, 208.9999916666667], [527.0000166666666, 208.9999916666667], [525.9999916666667, 208.9999916666667], [525.9999916666667, 208.9999916666667], [525.0, 208.9999916666667], [524.0000083333333, 208.9999916666667], [522.9999833333334, 208.9999916666667], [522.9999833333334, 202.9999916666667]]"
556.9666666666667,72,218.6,31.0,66.836,26.232,31,,,1688782428.1761222,,,spineROI,0.0,,212,,,,21,7,Right,,46115,,6,,1411,,530.0574712643678,,383.87624790881245,,3573,,1,,167,,41.06896551724138,,38.6296274551108,,136478,,1080,,3272,,2067.848484848485,,515.8757556088259,,3136,,0,,176,,47.515151515151516,,39.42243724467548,3,3,3,3,5,5,"[[221.59314974885177, 553.9598320219035], [207, 560], [207, 559], [207, 558], [207, 557], [207, 556], [207, 555], [207, 554], [207, 553], [221.60683464476324, 559.9598164155185], [221.59314974885177, 553.9598320219035]]","[[551.9999833333334, 201.0], [553.0000083333333, 201.0], [554.0000249999999, 201.0], [554.9999833333334, 201.0], [556.0000083333333, 201.0], [556.9999666666666, 201.0], [557.9999916666667, 201.0], [559.0000166666666, 201.0], [559.999975, 201.0], [561.0, 201.0], [562.0000166666667, 201.0], [562.0000166666667, 207.0], [561.0, 207.0], [559.999975, 207.0], [559.0000166666666, 207.0], [557.9999916666667, 207.0], [556.9999666666666, 207.0], [556.0000083333333, 207.0], [554.9999833333334, 207.0], [554.0000249999999, 207.0], [553.0000083333333, 207.0], [551.9999833333334, 207.0], [551.9999833333334, 201.0]]"
578.7166666666667,73,213.15,31.0,69.446,25.578,31,,,1688782428.332501,,,spineROI,0.0,,230,,,,21,0,Right,,35348,,7,,1783,,561.0793650793651,,513.9136886827105,,2118,,0,,196,,33.61904761904762,,41.037895213295414,,126663,,842,,3966,,2345.6111111111113,,635.1646743799964,,2617,,0,,203,,48.46296296296296,,44.83579628218827,3,3,3,3,5,5,"[[216.9986182728446, 576.9311310635698], [206, 579], [206, 578], [206, 577], [206, 577], [206, 576], [206, 575], [206, 574], [206, 573], [214.93553560309695, 582.5652849395113], [216.9986182728446, 576.9311310635698]]","[[570.0000166666667, 200.00000833333334], [570.9999750000001, 200.00000833333334], [571.9999916666667, 200.00000833333334], [573.0000166666667, 200.00000833333334], [573.9999750000001, 200.00000833333334], [575.0, 200.00000833333334], [576.000025, 200.00000833333334], [576.9999833333334, 200.00000833333334], [576.9999833333334, 200.00000833333334], [578.0000083333333, 200.00000833333334], [579.0000249999999, 200.00000833333334], [579.0000249999999, 206.00000833333334], [578.0000083333333, 206.00000833333334], [576.9999833333334, 206.00000833333334], [576.9999833333334, 206.00000833333334], [576.000025, 206.00000833333334], [575.0, 206.00000833333334], [573.9999750000001, 206.00000833333334], [573.0000166666667, 206.00000833333334], [571.9999916666667, 206.00000833333334], [570.9999750000001, 206.00000833333334], [570.0000166666667, 206.00000833333334], [570.0000166666667, 200.00000833333334]]"
